600
0 599
0 470 757207670
0 471 518522048
0 477 1469125166
0 478 1739984363
0 480 1605745606
0 481 589593707
0 482 496679738
0 484 1876936975
0 485 2133270318
0 486 938802718
0 487 182987748
0 488 391404290
0 489 1592765610
0 491 821095206
0 492 839841473
0 499 1217280997
0 500 400697313
0 501 461869546
0 502 1713040526
0 503 623331093
0 509 1553399796
0 512 1415286620
0 516 290610390
0 517 1716130817
0 520 104896912
0 522 1489952053
0 523 435276550
0 525 14944309
0 526 713297837
0 528 799939751
0 529 2019964823
0 532 1064637405
0 533 971857247
0 534 848022907
0 535 283446840
0 537 1173989108
0 538 1711912479
0 540 468344579
0 541 1309146041
0 542 1046840425
0 544 104634231
0 545 781924366
0 548 106184662
0 549 348578713
0 552 1341461689
0 555 1572617736
0 557 1248960930
0 559 593218556
0 560 380343746
0 561 713066499
0 565 722878416
0 570 1821419123
0 571 1123800174
0 573 1489133373
0 575 1239491983
0 577 2005777703
0 578 13310414
0 580 1840593937
0 581 904370965
0 584 1747565750
0 585 1739625512
0 586 185925841
0 589 854386744
0 590 450391924
0 594 2037424898
0 596 1338272424
1 3 1581424124
1 4 302966688
1 5 512372870
1 6 764251187
1 7 289762969
1 8 1555487983
1 10 1525373223
1 11 2037894829
1 12 425444832
1 16 386901538
1 18 1409276304
1 21 183571313
1 26 42473464
1 28 1983662741
1 29 238436367
1 30 11666477
1 34 737785062
1 36 1001025584
1 41 1615549236
1 42 2050220417
1 47 1436724661
1 52 944050161
1 57 698520061
1 59 2026150770
1 64 319046305
1 67 807877136
1 69 1782079171
1 71 1368210381
1 72 1597104193
1 74 187546019
1 76 1317253703
1 77 1155011307
1 79 354867897
1 80 560826154
1 86 29899611
1 87 1958695667
1 88 546679544
1 89 449453022
1 92 234931738
1 94 1385978640
1 98 985957309
1 102 1111038235
1 103 100725297
1 104 25548738
1 105 1941019733
1 106 1718007609
1 107 1767853925
1 109 331985726
1 110 1673054792
1 111 999296451
1 112 251615981
1 113 1586489798
1 115 2121664723
1 116 1860438993
1 118 1078460999
1 120 1352914943
1 124 1406709422
1 125 630814234
1 126 882160535
1 131 1853848448
1 132 848364118
1 133 1498641196
1 134 1754515407
1 136 1248949789
1 137 562059913
1 138 1257305573
1 144 361779594
1 145 671700321
1 146 191210305
1 147 1792959841
1 148 1960386697
1 149 410304915
1 151 1217966006
1 152 1064071399
1 153 1827776873
1 154 770792301
1 155 1291236618
1 161 1391454780
1 163 1557211177
1 164 1887546095
1 167 1115899610
1 169 1102895398
1 170 1188030505
1 171 554188324
1 172 1544302177
1 173 1681074291
1 175 305179895
1 180 1026477463
1 181 124434456
1 184 1287770161
1 187 397980959
1 189 1654373955
1 191 1704216630
1 192 1899512048
1 194 468632125
1 195 2051409451
1 196 70822692
1 199 1208076748
1 203 1275987204
1 204 2142322768
1 207 607088608
1 208 1853669799
1 209 75525888
1 217 78460206
1 220 818791694
1 222 1682643285
1 223 1945827153
1 225 2102484021
1 228 1042200616
1 236 216032857
1 239 1042862410
1 240 1780843590
1 242 1922728224
1 243 464265047
1 244 1201118751
1 246 873098815
1 247 1125312937
1 249 1336426701
1 252 1522208840
1 253 289975605
1 255 240192104
1 257 1330607877
1 259 1088117175
1 260 1433252631
1 261 1312047516
1 262 1384382456
1 265 469484408
1 268 1573803348
1 270 674397448
1 271 140699729
1 275 1303297380
1 276 648815343
1 279 1471966670
1 281 201891084
1 282 1370730350
1 283 1428122031
1 284 627554341
1 285 789109055
1 286 1470225369
1 287 775667251
1 288 1951539030
1 291 1636332879
1 292 892526293
1 294 1137225166
1 295 741971114
1 296 1854603644
1 299 423976114
1 302 461797842
1 303 1883021402
1 305 154713126
1 310 715626742
1 312 1429065134
1 313 460324649
1 314 250712900
1 315 242221473
1 318 1691776146
1 319 2069292498
1 320 997854277
1 325 427952244
1 327 1668144780
1 329 1126422219
1 330 191316607
1 332 1328845750
1 334 1195097459
1 335 774484599
1 337 618797880
1 340 883588463
1 343 75946376
1 344 1520221716
1 345 1151155100
1 348 1055060462
1 349 1094403579
1 353 908308681
1 354 1843391690
1 361 795061060
1 363 342274163
1 364 909715346
1 365 57536804
1 366 333194934
1 370 1967847240
1 371 279967818
1 372 1979310440
1 374 1199847324
1 376 1381671033
1 377 1398446434
1 379 932204540
1 380 1081671759
1 381 824429728
1 383 631794909
1 390 1055096403
1 392 1760090334
1 393 830712444
1 398 487976488
1 401 31988233
1 403 1356996867
1 405 1417063731
1 407 935819863
1 410 1755351497
1 411 784300047
1 412 1650211722
1 417 432987273
1 418 1353657023
1 420 1488128863
1 421 1665030759
1 422 141842494
1 423 1206449894
1 426 751581013
1 428 1439562276
1 429 851572219
1 430 898523305
1 432 1844058131
1 434 1891832732
1 439 918676038
1 441 1731602008
1 442 627104576
1 447 1563867016
1 450 7968808
1 456 2072650346
1 457 876061932
1 458 54538558
1 459 771425521
1 463 1566305745
1 467 2106570778
1 470 313407094
1 476 1951299629
1 478 608728654
1 480 899180377
1 481 653663421
1 482 264275947
1 484 1516584038
1 485 772763620
1 487 939170445
1 492 1749749537
1 498 422327713
1 499 2090482696
1 501 1482897846
1 503 515782504
1 509 920155080
1 511 1029331538
1 512 1446221406
1 515 1072220977
1 517 2008479992
1 519 438435916
1 520 1261825738
1 522 1144411762
1 523 371603260
1 526 81868247
1 527 1084524437
1 529 1834405429
1 531 1752452158
1 532 1824768674
1 533 2106516095
1 541 589648313
1 544 310679988
1 547 2045651171
1 548 1154075227
1 550 493396307
1 551 1795611449
1 555 1565284627
1 556 1554549933
1 557 1256180753
1 559 2012035372
1 560 1610194892
1 564 872484039
1 566 1699227069
1 567 1896943792
1 568 1710745534
1 569 1169232507
1 571 563759040
1 573 1529291568
1 582 1815137724
1 583 836657144
1 584 107033395
1 586 1163202677
1 589 455113785
1 591 1254417758
1 594 2119819699
1 596 476171860
2 1 870399557
2 3 1853735124
2 5 1479222965
2 7 1268687161
2 9 1129661874
2 10 124714372
2 12 177438665
2 15 599943542
2 17 910480665
2 19 970273306
2 22 741855942
2 27 410508827
2 29 1105092333
2 30 179470326
2 31 1814316008
2 32 1102266143
2 34 201436080
2 40 1230458129
2 41 2060758149
2 42 273923769
2 43 112768350
2 44 1662493949
2 50 1921806804
2 51 1358351648
2 52 712777617
2 53 93463902
2 55 1519358508
2 57 1493594811
2 59 969536236
2 60 912042833
2 61 241595660
2 66 795056371
2 70 1652467753
2 72 1078745472
2 73 1881421467
2 74 654820004
2 81 1808947227
2 83 597252374
2 85 558152025
2 87 974892200
2 88 1144015242
2 89 1114997183
2 94 1778328832
2 97 1614434592
2 98 591102710
2 99 790492514
2 100 109933443
2 102 1624896086
2 104 2102954073
2 106 1817247899
2 108 618480905
2 109 275149282
2 111 936858754
2 113 1242011174
2 115 300492715
2 116 1150381416
2 117 1986291218
2 118 2108289592
2 121 1156080135
2 122 1126193512
2 123 1833141223
2 124 344407595
2 127 302609028
2 130 747674207
2 134 1528058831
2 135 422694494
2 136 2094740757
2 137 130132151
2 139 121416131
2 140 1010275934
2 142 265704794
2 143 1700215786
2 144 2136275587
2 145 1872199823
2 147 942448383
2 149 1885609765
2 151 57733088
2 153 1824506949
2 154 447565075
2 155 232088578
2 160 1945975651
2 163 1820247863
2 166 498926698
2 168 1280698702
2 169 33478964
2 170 1289787895
2 172 1997924669
2 173 861629159
2 174 1216826411
2 179 865280926
2 180 1200892836
2 182 1491782044
2 183 532545992
2 185 807473987
2 187 930299385
2 188 2073097136
2 190 1022909867
2 191 1995315051
2 193 1844549834
2 197 735843504
2 203 423896882
2 205 165676779
2 206 1213707436
2 207 36516935
2 208 1370985623
2 211 169828457
2 217 596415620
2 219 1844598914
2 222 437378207
2 224 1587495033
2 225 1998039192
2 226 590533137
2 237 501131017
2 242 1604525467
2 243 1989443088
2 244 150091877
2 246 1879796986
2 247 36805914
2 252 1848309891
2 254 834262655
2 257 871754814
2 258 205673256
2 260 921846169
2 262 1526050274
2 264 1447043322
2 267 1695178761
2 268 977437667
2 269 1622856541
2 271 1753758487
2 272 1630039209
2 273 2132743252
2 274 1660563625
2 275 995124368
2 276 1212096606
2 279 557643131
2 280 1322144824
2 281 2013248797
2 284 1960295513
2 285 1863613857
2 287 852845170
2 289 189020144
2 296 1985054878
2 297 343029127
2 300 694716099
2 302 1250484431
2 303 840790496
2 305 1573812664
2 307 305847852
2 308 511581496
2 312 1471840190
2 314 1785031775
2 315 12194882
2 316 1999431511
2 318 1468295773
2 320 780699838
2 321 1156618385
2 322 2126066885
2 325 1072373875
2 328 1877116874
2 329 1391494582
2 331 226039340
2 334 965762016
2 336 1062683528
2 337 323123093
2 338 1640329597
2 339 138900391
2 343 1705867778
2 345 1551246149
2 346 2075314341
2 347 616255552
2 348 2010182675
2 349 1019886492
2 351 761198366
2 353 1694829898
2 356 131899026
2 357 455755736
2 359 735207443
2 360 1926697333
2 362 2003078445
2 363 247326149
2 365 1604278927
2 369 2123950164
2 370 616609375
2 372 1280202456
2 373 422953759
2 374 1789063415
2 375 1809556278
2 376 1431552687
2 379 2022278244
2 380 341485995
2 382 1011525784
2 384 1597404210
2 385 668274319
2 389 790127201
2 391 1318229345
2 392 732456743
2 393 1113476278
2 394 558574010
2 397 505240376
2 400 1645974912
2 401 621275137
2 402 350003241
2 403 2101356666
2 405 1052541780
2 406 96174716
2 407 1712996090
2 409 743160751
2 410 385797769
2 411 1847294708
2 412 1540317276
2 414 1441724018
2 415 1767867981
2 416 185810152
2 417 1492997102
2 419 1398860380
2 425 221988003
2 427 1194124857
2 428 865528595
2 433 1650293885
2 435 467856049
2 437 814106954
2 438 254543339
2 439 1821338573
2 441 939303495
2 442 1015118922
2 446 578660632
2 447 57770187
2 448 1885982457
2 449 1715941453
2 450 117747050
2 451 797972720
2 452 993700896
2 454 292332522
2 457 328793961
2 458 85438833
2 463 383943750
2 466 32133115
2 467 543167403
2 468 1057982972
2 472 1496771671
2 473 51978524
2 474 1952070716
2 476 2085239637
2 477 582906527
2 479 1407406177
2 482 2039478680
2 484 1596229245
2 489 1635995580
2 490 1980374348
2 491 452772288
2 492 810224500
2 493 460899691
2 494 1504810929
2 495 1264501604
2 498 443087558
2 499 831140416
2 500 2011357812
2 501 2140163057
2 502 1564329821
2 503 1301646209
2 505 2134240228
2 507 413847144
2 508 1801702647
2 512 1605114263
2 513 482401208
2 514 1051685831
2 516 2039911586
2 526 181058998
2 527 1564319944
2 531 693081330
2 534 1060269280
2 536 1123842547
2 538 1855302930
2 540 1500750766
2 542 1447077172
2 546 927329172
2 547 2127768900
2 548 1756956853
2 550 1245189839
2 553 276057850
2 557 1470897822
2 558 944330336
2 561 1234569324
2 563 2073216141
2 565 2006619690
2 572 1097716286
2 573 1173481593
2 575 1276383779
2 577 50810933
2 578 956589866
2 581 606000408
2 584 1373574760
2 587 808216118
2 588 1022717653
2 589 679655441
2 591 1154295082
2 592 1733313291
2 598 453192348
3 5 1231029229
3 7 313098730
3 9 1366800587
3 18 1890516961
3 24 1153850891
3 26 1158595941
3 29 1809228207
3 32 419390176
3 34 415619133
3 35 1820791015
3 43 797039449
3 45 371178806
3 47 127473468
3 48 729239240
3 50 1435722042
3 52 1891715596
3 55 2016442441
3 59 1050219305
3 63 1589922789
3 66 1150717339
3 67 617900049
3 68 1683999789
3 69 1200542677
3 74 2088253601
3 75 465437421
3 76 736982358
3 79 1736525133
3 80 1698840081
3 82 471254934
3 84 1874850407
3 85 194528549
3 86 558521289
3 87 480101016
3 94 968102655
3 95 30463721
3 99 593493729
3 101 162139371
3 103 274206457
3 104 1252050707
3 105 406246371
3 106 1275598031
3 107 371299632
3 108 2050070850
3 109 1106276463
3 110 1553744399
3 111 123107546
3 112 691219556
3 114 193241563
3 117 1813096416
3 119 154482014
3 120 318153632
3 121 96282263
3 122 360687531
3 123 1219519999
3 126 609545213
3 127 588676744
3 128 957992187
3 129 657852577
3 131 1882708422
3 134 974479337
3 138 521264052
3 139 72722864
3 141 496336191
3 142 1589770375
3 145 59907048
3 146 1268588531
3 148 2129211453
3 149 96655333
3 152 138351518
3 153 1702216014
3 154 935928685
3 155 1581528491
3 158 439476507
3 160 1961197493
3 164 1171164255
3 165 986449989
3 166 2003805580
3 168 298156865
3 170 789937806
3 171 926112348
3 172 820026734
3 175 1640554611
3 177 1002848993
3 179 114224562
3 180 1564297794
3 184 973824412
3 186 486737537
3 187 871102798
3 188 263326758
3 189 581239670
3 191 410553777
3 194 453370181
3 195 1581901683
3 196 1746421990
3 197 143319042
3 198 1885889337
3 199 936540500
3 200 1627547203
3 201 30814746
3 203 1485661402
3 206 126619313
3 207 144074927
3 209 270904952
3 210 454807076
3 211 42416320
3 213 817329668
3 214 1304899292
3 215 1773665937
3 219 1334402767
3 222 1753387776
3 225 2061426758
3 228 2009367456
3 229 1671382490
3 232 2103692589
3 233 1718867014
3 234 823256875
3 236 819277681
3 241 1686770479
3 242 162398221
3 243 1955187404
3 244 270278494
3 245 786350083
3 247 234296299
3 248 1397918321
3 249 107391867
3 250 135110186
3 252 462805246
3 253 1788834790
3 258 1369618768
3 261 1499290867
3 264 1508479800
3 267 1034232015
3 268 1690704743
3 270 1912512604
3 272 1490942540
3 276 1557620316
3 277 763776114
3 280 1886307629
3 283 721963720
3 286 1907140030
3 287 2016455626
3 288 1854588487
3 289 589143218
3 291 697030043
3 295 1981757325
3 297 45799614
3 299 875298544
3 300 880729159
3 301 1648741292
3 302 1259152099
3 303 988879152
3 307 1179291807
3 310 2001500481
3 317 1881436562
3 322 521890022
3 323 1267812574
3 327 1083532000
3 329 703856360
3 331 1362973968
3 332 1764489217
3 333 412610965
3 334 1358352724
3 337 316341652
3 338 49764976
3 340 117511485
3 342 830702369
3 345 1052200485
3 347 1822402740
3 350 1851315850
3 352 1095391838
3 354 789643979
3 356 196202188
3 358 2019084461
3 362 934109227
3 363 1440093199
3 364 1236592576
3 366 2006151194
3 367 1363187360
3 369 1936180483
3 370 690053862
3 373 461084135
3 374 301979456
3 375 2119830818
3 377 30581635
3 378 1486552886
3 380 1731243603
3 381 1165705118
3 382 1497407923
3 385 1711655573
3 386 1142749530
3 387 329471437
3 391 51614984
3 392 504248968
3 393 253046849
3 394 2105332984
3 396 1653050360
3 398 1980445466
3 400 1760626661
3 401 501731258
3 403 1844537416
3 404 2054163495
3 406 1098835380
3 408 137899958
3 410 1560439815
3 412 279985466
3 413 1253410348
3 417 1192298088
3 418 1806750561
3 422 1987899639
3 423 160542055
3 424 1953274349
3 426 985844646
3 429 1384147613
3 430 703786713
3 431 479065178
3 432 445809080
3 434 1343627313
3 435 1198218160
3 438 1331091341
3 439 1608340307
3 440 1851584684
3 442 116801484
3 443 1732533899
3 445 709416982
3 446 1336264143
3 447 1115047128
3 448 1590639746
3 449 914624885
3 450 119252365
3 453 1172488373
3 454 1406962446
3 456 407861608
3 460 1328891106
3 463 325305494
3 464 665138291
3 466 599317228
3 467 1156491902
3 469 717158908
3 470 406175421
3 471 783757986
3 473 297853163
3 474 305848787
3 476 1684903774
3 479 1632005108
3 484 1847709636
3 485 277113859
3 486 661995141
3 487 188658674
3 488 240256486
3 490 1820353758
3 491 2128370934
3 494 50036225
3 496 1042449289
3 497 1037306854
3 499 455562870
3 508 925156539
3 510 1988833598
3 511 332236965
3 513 1540014916
3 514 1883316792
3 515 27435316
3 516 1223597545
3 520 1272428113
3 521 826717374
3 523 1052297743
3 525 1489676270
3 528 2065106939
3 529 2129646354
3 532 1529565853
3 534 1668950075
3 537 1945992185
3 538 1533977031
3 541 1675037078
3 543 1241397626
3 544 283523150
3 545 416303941
3 551 1418343727
3 554 457375254
3 556 707259002
3 557 1625272187
3 558 1259373707
3 566 321045903
3 567 1164751839
3 569 1522202813
3 573 227771222
3 574 1498026169
3 576 1575531267
3 580 854724374
3 581 1397128147
3 585 555908682
3 587 1212884701
3 588 489874927
3 590 2092260131
3 591 1373028026
3 592 1136528895
3 597 372464051
3 599 1847919506
4 2 511575857
4 3 2112571769
4 5 1614795709
4 6 959225181
4 9 2037116318
4 10 1062386353
4 11 1012502945
4 12 324112533
4 22 1700007115
4 24 1037638354
4 25 2060057233
4 27 101504690
4 28 1088860253
4 29 155217138
4 32 1721458686
4 33 703414891
4 35 109965367
4 36 901702409
4 39 1174421398
4 40 1395587415
4 42 485086161
4 44 966929135
4 45 1762592791
4 47 1058609981
4 48 2052147928
4 49 1210307493
4 51 1430594196
4 55 47440440
4 58 656726143
4 62 1856700681
4 63 1581056149
4 64 1652596017
4 66 1085696472
4 67 1242659674
4 68 903871923
4 73 613294107
4 74 1717449981
4 77 1967318778
4 79 1725485793
4 83 1841930367
4 89 203775338
4 90 724809445
4 91 710561369
4 94 621421356
4 95 478641076
4 97 2045544150
4 98 182069714
4 104 1479633813
4 105 15360406
4 106 1737092855
4 108 1851582002
4 109 2085893357
4 110 232882023
4 117 1931309171
4 118 1946811792
4 125 1915603884
4 127 1642463851
4 138 1382516729
4 140 1614109291
4 144 1028705135
4 145 1892761328
4 146 1697822214
4 147 1593019616
4 148 1931523540
4 151 1609559150
4 156 1000534758
4 161 475016638
4 165 999104975
4 167 809859501
4 170 1878979569
4 171 465412768
4 172 1409316264
4 173 1979876652
4 175 1671504397
4 177 2016671806
4 180 1347286353
4 181 1202018104
4 182 259361894
4 183 1433660805
4 185 2121306920
4 187 532607480
4 191 160823394
4 192 1154342422
4 193 653101759
4 199 147761718
4 201 799233027
4 203 10282822
4 206 665258677
4 208 175995168
4 210 23066498
4 211 2123855952
4 213 1505927235
4 214 401219675
4 216 825774931
4 222 782309421
4 223 444434729
4 225 1148704624
4 227 256225439
4 229 234975048
4 231 174043056
4 233 974928357
4 234 772724292
4 235 465089820
4 236 383108522
4 237 997606080
4 238 806772291
4 239 1518876307
4 241 62670573
4 242 1028268218
4 246 1587811548
4 247 2044592974
4 249 2079049147
4 252 1582182722
4 253 947773147
4 258 977862041
4 259 796099509
4 260 1374787606
4 263 604203617
4 265 825012885
4 269 607644064
4 272 1109355327
4 274 797262642
4 275 1968698578
4 276 738303167
4 277 1050475404
4 279 42871047
4 284 400234167
4 285 107070310
4 286 1508301805
4 287 1629125038
4 288 617541845
4 289 1689340564
4 290 1185391029
4 294 1523660994
4 295 494803400
4 296 1088876531
4 298 1469781702
4 299 148136725
4 300 2098805194
4 301 142320892
4 302 839005174
4 303 249145396
4 305 790749249
4 307 541804581
4 309 1750893304
4 311 215177803
4 313 1182228167
4 315 343961311
4 317 1159700317
4 318 1128921406
4 319 427563655
4 320 392132473
4 321 1504584247
4 323 95620974
4 330 237938709
4 332 672210934
4 333 1918272165
4 334 694603693
4 336 122172246
4 339 410488244
4 342 1243495799
4 344 1424141627
4 345 368202410
4 346 809789062
4 347 1807825088
4 348 1455933478
4 352 1707196952
4 353 1380412088
4 355 569289852
4 356 1000094805
4 357 1792631257
4 358 569233341
4 361 1984129287
4 364 1689902429
4 365 955300173
4 366 1984893933
4 368 1236449296
4 369 207682101
4 379 654989895
4 383 981771197
4 384 1302708314
4 388 201553266
4 392 2068189803
4 393 332375893
4 394 661366553
4 396 1733612057
4 402 1136377428
4 403 996786420
4 405 2072157792
4 410 1795433568
4 411 1077489645
4 412 1149156599
4 416 370519263
4 417 60520596
4 421 2109086997
4 422 401389151
4 423 2115579473
4 424 663713965
4 429 1476450328
4 430 1720392542
4 433 1168488359
4 434 2035600835
4 436 1775923473
4 437 1054962075
4 438 1876762721
4 440 1245853921
4 441 1773725135
4 444 1434201072
4 446 1331747791
4 447 1079537483
4 450 1282515486
4 451 784295367
4 452 2031925201
4 455 1761013295
4 457 1377403653
4 458 849878998
4 459 811244835
4 460 1492137936
4 461 2141596611
4 463 834298308
4 465 1657781961
4 466 83923476
4 467 1906668096
4 468 1835237710
4 471 315893436
4 473 327770069
4 477 1500041065
4 479 557746445
4 481 1126195714
4 483 1173160841
4 484 481081918
4 487 1732951619
4 489 1860581286
4 490 2120866090
4 492 327700593
4 494 1338549496
4 495 1874300477
4 496 1128349233
4 497 285937577
4 500 1470285060
4 501 1252452798
4 503 32401322
4 505 929978297
4 506 2019952246
4 507 1554371672
4 508 521617493
4 515 2071140269
4 516 231443002
4 517 502644005
4 519 952511601
4 520 1626715835
4 522 150257205
4 523 1589714074
4 524 1172569749
4 525 1015730114
4 526 116589517
4 528 645081133
4 529 1869954445
4 530 217151399
4 532 582627151
4 536 958884822
4 537 1853035087
4 538 589951739
4 539 1239302060
4 540 958638235
4 545 513970352
4 547 925597754
4 548 1071436025
4 552 809180707
4 554 1110043730
4 559 572134049
4 563 1622317622
4 567 1250758189
4 568 1331064000
4 569 1243995400
4 572 1036107284
4 573 666238155
4 574 1510144129
4 577 1088181833
4 578 34728427
4 582 1226522347
4 584 907446867
4 585 1471454660
4 587 1941128903
4 589 1809541282
4 591 164986512
4 592 151659160
4 596 1261703394
4 597 1665289757
4 598 1253120029
5 6 475254774
5 7 1330280767
5 8 1634853557
5 10 1853142941
5 13 1533219434
5 15 965711531
5 16 1254702446
5 17 134067787
5 18 149074594
5 21 525352776
5 22 1100532876
5 23 2025653945
5 25 443440774
5 26 638133733
5 32 1004507942
5 33 1152164983
5 34 1899832153
5 38 2076051085
5 44 1532003777
5 47 1950406268
5 48 388243866
5 49 4473340
5 50 187751739
5 54 78825861
5 55 2107917690
5 61 421803042
5 62 14712360
5 63 536217275
5 64 882499996
5 66 86161877
5 67 1290715151
5 69 633496025
5 70 691088844
5 71 208539505
5 72 748991200
5 74 515011623
5 77 366626230
5 79 1382802948
5 82 1468903396
5 83 631582367
5 86 231428368
5 87 67538975
5 90 1332727470
5 92 1895846520
5 93 331101067
5 95 4526090
5 96 1054192496
5 99 1523281483
5 100 2074493397
5 103 792999700
5 104 100730303
5 105 117253103
5 106 662012662
5 107 1166069511
5 108 1519909907
5 109 2078245341
5 110 1326279255
5 111 1253842919
5 112 1501490834
5 115 1989938860
5 116 1219810889
5 117 295005075
5 118 1428123386
5 119 2085839625
5 125 1015021597
5 126 1822948584
5 129 1625216161
5 130 1752249048
5 131 1933080412
5 132 1992093463
5 133 1696331375
5 134 2071637023
5 137 1697905118
5 140 1997331622
5 146 113819300
5 147 887912374
5 150 934788806
5 151 558722223
5 158 1749502037
5 159 1846226920
5 161 1509383064
5 162 97127890
5 163 1538384116
5 167 835276815
5 168 610383691
5 172 479563717
5 174 1507484161
5 175 407251094
5 176 1388717353
5 177 503950207
5 178 139490274
5 181 462928775
5 182 2052203466
5 187 1705462438
5 190 503753367
5 191 681821541
5 192 312221181
5 193 323503125
5 195 424933510
5 196 1320506985
5 197 496358467
5 198 1341042409
5 199 234763926
5 200 1941251789
5 204 1786073710
5 206 189798507
5 207 166732804
5 209 893214970
5 210 540207450
5 211 1759864907
5 212 1151714914
5 215 1815366863
5 216 1416479094
5 217 1032745190
5 219 177965465
5 221 1067193659
5 226 2009437201
5 227 1758156710
5 228 1079405088
5 230 788426510
5 231 622616483
5 237 1513446034
5 240 227932525
5 242 60489719
5 243 520337349
5 245 1853485514
5 246 606818335
5 248 846988399
5 252 127416041
5 254 16997899
5 255 836685992
5 256 40864566
5 257 18047694
5 259 1969379950
5 261 2020699267
5 263 2119041677
5 265 2058998531
5 266 1877897191
5 269 1067706889
5 278 1758066798
5 280 1320967791
5 281 1487805667
5 284 1344053759
5 285 211147876
5 286 403706146
5 287 2043016494
5 290 665959627
5 291 1515750429
5 294 187149074
5 296 2108555335
5 298 485286471
5 300 1247174395
5 301 504608211
5 302 2118389297
5 304 530768427
5 308 1087590308
5 310 882077270
5 311 272200792
5 313 1924572975
5 314 376658045
5 318 1197687529
5 320 1324792728
5 321 876333712
5 322 1035463980
5 324 967905346
5 325 2039020832
5 326 963142453
5 327 954960022
5 328 293242278
5 329 803272894
5 330 597807068
5 332 408704079
5 334 1284881807
5 335 1963440600
5 336 624364476
5 337 207136360
5 340 881670735
5 343 85748996
5 344 1295897039
5 347 2084112078
5 349 1425512403
5 350 1021452120
5 351 1935971152
5 353 1754747649
5 354 391332215
5 355 2023434670
5 358 268024505
